true_label,predicted_label,fraud_probability
0,0,0.004766964227396878
0,0,0.0032856840342709043
0,0,0.016031559953971642
0,0,0.004627941417363574
0,0,0.0046830248155806725
0,0,0.00752059109582745
0,0,0.04772204373284755
1,1,0.5549989709506846
0,0,0.003203311774733367
0,0,0.0038308187505804304
0,0,0.005406740196314253
0,0,0.007318841434261364
0,0,0.003534690116732319
0,0,0.008383621602843066
0,0,0.01135578063438377
0,0,0.0033741407172500873
0,0,0.0032171657441623447
0,0,0.007015915620421044
0,0,0.004109364447013521
0,0,0.0035296448078210737
0,0,0.003196492200756321
0,0,0.006106708635627407
0,0,0.004879371236516582
0,0,0.003329967513802605
0,0,0.04331735532381456
0,0,0.004631883092665179
0,0,0.005190587418018713
0,0,0.006082618152550863
0,0,0.003206975600419795
0,0,0.004181327618917873
0,0,0.03746649275935955
0,0,0.004536328571399479
0,0,0.003356037199785032
0,0,0.004477273457553083
0,0,0.011618285295138744
0,0,0.004421724012582806
0,0,0.004964966986659774
0,0,0.003195437480915491
0,0,0.005483093680804092
0,0,0.012166411332050693
0,0,0.0032686178319040657
0,0,0.004752573055847075
0,0,0.0031932552852231653
0,0,0.003241686806828568
0,0,0.0031839218052718238
0,0,0.007791142475415975
0,0,0.0036208969837262213
0,0,0.005620364033246251
0,0,0.06892771165069755
0,0,0.0032161275242505636
0,0,0.00473295839241889
0,0,0.0031999519396947096
0,0,0.003194457307750851
0,0,0.003203515130756242
0,0,0.003190042992483406
0,0,0.014475758552629673
0,0,0.0032206041966096263
0,0,0.0031889092246645333
0,0,0.0041425729698941205
0,0,0.0032805061186118173
0,0,0.006539558995803317
0,0,0.05772271894053632
0,0,0.003975446781194308
0,0,0.006025045564976264
0,0,0.003285568215467155
0,0,0.0035138732249687154
0,0,0.022850540934157358
0,0,0.004210273545398429
0,0,0.005787777279123579
0,0,0.011366178692656251
0,0,0.006405655629952524
0,0,0.009930805490081534
0,0,0.0034167974355610057
0,0,0.0033269661893569964
1,1,0.9061822169436405
0,0,0.012904812101376334
0,0,0.0032930224860602316
0,0,0.0052402068937770436
0,0,0.006805151768802962
0,0,0.003355657480693391
0,0,0.005984486242531354
0,0,0.003942206436806688
0,0,0.0032712217402570457
0,0,0.004539233613878129
0,0,0.03853748168986063
0,0,0.004801811512924997
0,0,0.0041736261911333155
1,1,0.9243404861831279
0,0,0.0032250391456678383
0,0,0.003192193677224416
0,0,0.0032032090985984855
0,0,0.00319034261205221
0,0,0.009729275281216157
0,0,0.005192132748730554
0,0,0.003607988099073759
1,1,0.8941002758516754
0,0,0.0032216961783520133
0,0,0.003363511280591759
0,0,0.008007749734557139
0,0,0.004173048880155962
0,0,0.005061536311193982
0,0,0.016031559953971642
0,0,0.0041888762658399865
0,0,0.021831055819277894
0,0,0.009862988460664444
0,0,0.003188437646170944
0,0,0.003330094359201748
0,0,0.003320644989791251
0,0,0.0031839218052718238
0,0,0.0032064983238086183
0,0,0.004623770461541823
0,0,0.004503077297047081
0,0,0.004870691376363255
0,0,0.004071663125814122
0,0,0.0031896583248436413
0,0,0.026339543795563924
0,0,0.005438700232689999
0,0,0.0032303500847344515
0,0,0.009276453800853346
0,0,0.005446666188692551
0,0,0.0032752263040456944
0,0,0.014779090551175437
0,0,0.02269528183897013
0,0,0.003208343311011657
0,0,0.0032886612370086987
0,0,0.005215876903139458
1,1,0.9074223004168226
0,0,0.004878643750705406
0,0,0.0032086030812467615
0,0,0.006909024143633157
0,0,0.004643483369882226
0,0,0.005162047849131289
0,0,0.036567141663671116
0,0,0.003297204471708487
0,0,0.003903696669854786
0,0,0.008558374409556384
0,0,0.007327386543933417
0,0,0.007838553951127777
0,0,0.00427954778328727
0,0,0.0032169132246860975
0,0,0.00935666041112993
1,1,0.9243404861831279
0,0,0.0307084155425425
0,0,0.008945718888366674
0,0,0.004895763515243657
0,0,0.0043352994278834526
0,0,0.0032896476992506007
0,0,0.006076625165639634
0,0,0.006618403702369728
0,0,0.003217065773182456
0,0,0.006437002836013975
0,0,0.023416693189970313
0,0,0.004663945200735809
0,0,0.00321119147785248
0,0,0.004412520050903031
0,0,0.003235884015207802
0,0,0.0042086516677369065
0,0,0.005544424040659107
0,0,0.003287653837988421
0,0,0.004857986966614573
0,0,0.0053918331908378095
0,0,0.005191707319830988
0,0,0.010770551510588101
0,0,0.003202553541890011
0,0,0.003509276406592867
0,0,0.004212996363770535
0,0,0.003910168655389368
0,0,0.014686844052911952
0,0,0.00516290821639838
0,0,0.00583037989101551
0,0,0.003206970832262823
0,0,0.006238291925730617
0,0,0.005137763181747987
0,0,0.004503077297047081
1,0,0.004708267008594458
0,0,0.003219692839708453
0,0,0.003250631058847368
0,0,0.004728702968687854
0,0,0.0035261566854911538
0,0,0.004275488442853948
0,0,0.3410327198872096
0,0,0.01641350131990735
0,0,0.005401834474496736
0,0,0.0032863430540396865
0,0,0.005641396323351885
0,0,0.0033981270423796566
0,0,0.0032310555459338602
0,0,0.0037192603572381946
0,0,0.003256924853405566
0,0,0.003535002307352657
0,0,0.32849767412336905
0,0,0.013896557779756338
0,0,0.007994651247622284
0,0,0.0031992683573765913
0,0,0.003387402165135753
0,0,0.006380850676464374
0,0,0.006325573062799137
0,0,0.0032382935055841793
0,0,0.04624272065423368
0,0,0.04225591996405548
0,0,0.0032023812953818663
0,0,0.0031958002708638474
0,0,0.009276453800853346
0,0,0.004683364836142282
0,0,0.004070643800122072
0,0,0.004057148419433899
0,0,0.003221308924061989
0,0,0.003201111279384521
0,0,0.0032050269595390686
0,0,0.003235869559203362
0,0,0.004491976411295825
0,0,0.0032206283427005868
0,0,0.0033448529485182138
0,0,0.018054707097896566
0,0,0.003301183214341415
0,0,0.004210273545398429
0,0,0.004491976411295825
0,0,0.004454176333167489
0,0,0.0035855755639527917
0,0,0.004857114091054836
0,0,0.015815609480037483
0,0,0.2624455392557876
0,0,0.00325638264773013
0,0,0.003209458320114358
0,0,0.003357427249238992
0,0,0.0059063364483769535
0,0,0.02159776113759037
0,0,0.004059769417608604
0,0,0.007827894337281687
0,0,0.003424717356830852
0,0,0.010989560397588876
0,0,0.01960704099838767
0,0,0.0032479532931669365
0,0,0.00401699526517825
0,0,0.0031976625116982666
1,1,0.7660134911856862
0,0,0.0036201196035048427
0,0,0.00909026897526269
0,0,0.005620364033246251
0,0,0.0035813893192097627
0,0,0.0033535935620606487
1,1,0.904103378960218
0,0,0.012080196988449112
0,0,0.0032757216775201477
0,0,0.009577855460494921
0,0,0.01565630240287827
0,0,0.005388815318084089
0,0,0.005154322922336833
0,0,0.0046545727316277905
0,0,0.012080196988449112
0,0,0.0032247100620243683
0,0,0.0032465444561126573
0,0,0.005215876903139458
0,0,0.03043872551718772
0,0,0.009865913510096361
0,0,0.004548111910275443
0,0,0.0031944550437478106
0,0,0.006919617626893604
0,0,0.00909026897526269
1,0,0.3737940025344608
0,0,0.031561959102582623
0,0,0.007791142475415975
0,0,0.004540235718974281
0,0,0.005487138421489084
0,0,0.0032018425279399395
0,0,0.0032003887123086524
0,0,0.003566945974332706
0,0,0.005546815809308539
0,0,0.01699189091018054
0,0,0.0032974912915829566
0,0,0.0032076314016171643
0,0,0.004294423366560179
0,1,0.8704407238252349
0,0,0.0043652136803101595
0,0,0.006222596435800115
0,0,0.0033105876178239177
0,0,0.003197499496946878
0,0,0.0031839218052718238
0,0,0.0032269061728619503
0,0,0.0032930224860602316
0,0,0.004294366194301552
0,0,0.0031981157575104867
0,0,0.0032555642461576033
0,0,0.0031928922795858837
0,0,0.005497413346136818
0,0,0.05558929529522742
0,0,0.0032551903611385664
0,0,0.006445273442340039
0,0,0.003738922469194669
0,0,0.0037432111756381275
0,0,0.01205887783426488
0,0,0.004491976411295825
0,0,0.005303476229372878
0,0,0.007436441458451222
0,0,0.004180356206170476
0,0,0.003675057966175244
0,0,0.003540407457760025
0,0,0.009923338094343155
0,0,0.006106708635627407
0,0,0.0035743871271917806
0,0,0.0032536901407137116
0,0,0.004145547242543813
0,0,0.004070049220927156
0,0,0.004649404815199491
0,0,0.0033104766965210797
0,0,0.004653330004605372
0,0,0.003203217663279616
0,0,0.00498673674605162
0,1,0.5405100787820006
0,0,0.005859495822638877
0,0,0.003191343145161471
0,0,0.004745125269447185
0,0,0.007791142475415975
0,0,0.004087684664401361
0,0,0.003199195622639836
0,0,0.004180356206170476
0,0,0.010423215537059117
0,0,0.015977233244290148
0,0,0.004948857840443674
0,0,0.004767465501678111
0,0,0.0033398137327696753
0,0,0.0032181706351550182
0,0,0.005596589902084297
0,0,0.011487519364099788
0,0,0.0032088466655510435
0,0,0.0041871903971591054
0,0,0.0031887526857451633
0,0,0.006909024143633157
0,0,0.007118057986811848
0,0,0.003270594276728365
0,0,0.01950612387687623
0,0,0.0145764455150887
0,0,0.0032692083520377826
0,0,0.03399923896318466
0,0,0.004481958939059873
0,0,0.003274496347855885
0,0,0.010623670122364252
0,0,0.009276453800853346
0,0,0.0038580981733408464
0,0,0.0032491378047747013
0,0,0.01699189091018054
0,0,0.004411306041599481
0,0,0.003216852425110538
0,0,0.0031906899915832786
0,0,0.003209518991003592
0,0,0.004503077297047081
0,0,0.003553764629338176
0,0,0.003310779745919965
0,0,0.003228489446716466
0,0,0.003258971237205621
0,0,0.014217944446719191
0,0,0.008643862863838768
0,0,0.006909024143633157
0,0,0.004723234734518307
0,0,0.0033918010969582195
0,0,0.004420036629818035
0,0,0.0037202750671681646
0,0,0.4594519837475237
0,0,0.006618403702369728
0,0,0.003196164395367616
0,0,0.003920560874410543
0,0,0.0055390072291836385
0,0,0.014676616689592645
0,0,0.0036362899711821035
0,0,0.004621132434683248
0,0,0.0032345092256549526
0,0,0.003237312459247345
0,0,0.003311332348344501
1,1,0.5707345833243522
0,0,0.07216333035763692
0,0,0.005896580041621883
0,0,0.00324403981810509
0,0,0.0033602618088981935
0,0,0.0036476973775937368
0,0,0.005196857879234345
0,0,0.003194216697821953
0,0,0.003231555146876684
0,0,0.0031963483221674476
0,0,0.0032609862864868937
0,0,0.0040761714432308175
0,0,0.0032570471124064577
0,0,0.0036362393228011446
0,0,0.0032058503411077216
0,0,0.01103366601359833
0,0,0.004207366205003941
0,0,0.005374148369748734
0,0,0.0031981435197032428
0,0,0.0040004553070048625
0,0,0.003408363872517944
0,0,0.003534225706005888
0,0,0.003805137210616614
0,0,0.004636169197459327
0,0,0.02693135978505788
0,0,0.006179389550173237
0,0,0.006518704540559906
0,0,0.0034764465476384687
0,0,0.0625483742807778
0,0,0.003196557880275655
0,0,0.0035267900381110847
0,0,0.010309029334443873
0,0,0.00467683095881632
0,0,0.008643862863838768
0,0,0.0032282164933011984
0,0,0.0058158070404651305
0,0,0.01113462819467561
0,0,0.00433123913320603
0,0,0.023952086224861786
0,0,0.0037471197824866156
0,0,0.005087904771869048
0,0,0.005254778326724087
0,1,0.5455972040532233
0,0,0.26731195718680134
0,0,0.018380826440740072
0,0,0.003529204557899991
0,0,0.008643862863838768
0,0,0.0032008057259306703
0,0,0.011804142068323491
0,0,0.003190362838584879
0,0,0.007791142475415975
0,0,0.007753826002591059
0,0,0.003992610089022404
0,0,0.007791142475415975
0,0,0.0032173721999069036
1,0,0.3883930043208479
0,0,0.003293866635704746
0,0,0.006511692392359908
0,0,0.06262101812684637
0,0,0.007436441458451222
1,0,0.01222272303776906
0,0,0.009056938367427334
0,0,0.004276400311764919
1,1,0.9234198640733156
0,0,0.003194022935442056
0,0,0.00909026897526269
0,0,0.013235261031854432
0,0,0.004937056977724875
0,0,0.003627918256344406
0,0,0.006920519698560796
0,0,0.004468031221379714
1,0,0.06425212652409337
0,0,0.004509342168475188
0,0,0.004070622943329861
0,0,0.0032454782232150766
0,0,0.007025891579595153
0,0,0.08764627974038133
0,0,0.005376357015376218
0,0,0.07741916087951348
0,0,0.005711883937676238
0,0,0.005016325451359543
0,0,0.0032763818281025727
0,0,0.0059007839477690435
0,0,0.004791806402372502
0,0,0.004791806402372502
0,0,0.07340250540720628
0,0,0.011778645507171118
0,0,0.0032401827561705427
0,0,0.003296643079187539
0,0,0.00641405132888659
0,0,0.00318802352851156
0,0,0.0032026920716381616
0,0,0.003211626099568701
0,0,0.0031920286402763796
0,0,0.014935506315764775
0,0,0.005283666869537977
0,0,0.009551134436276473
0,0,0.004752573055847075
0,0,0.004384321800345368
0,0,0.0036379045196339795
0,0,0.004416802368876677
0,0,0.005346585719681434
0,0,0.0032184550234847236
0,0,0.00321708192792873
0,0,0.003191405988165402
0,0,0.003281021081421608
0,0,0.003202819242777564
0,0,0.004277638965823005
0,0,0.003193684129763471
0,0,0.06851607218701067
0,0,0.008648988309548807
0,0,0.0031993710086885897
0,0,0.0032579112791223798
0,0,0.0032091924041072815
0,0,0.0034259021051377112
0,0,0.0032540728393496985
0,0,0.005755810022192945
0,0,0.23396297388407983
0,0,0.004678409767783557
0,0,0.3196073183257946
0,0,0.0037823696331366844
0,0,0.006426928383510361
0,0,0.0031949304520227546
0,0,0.006026081621069926
0,0,0.0032047920096744766
0,0,0.008633377827914278
0,0,0.014081368620278334
0,0,0.00407213059754045
0,0,0.007972880149173283
0,0,0.005571346648926261
0,0,0.006919617626893604
0,0,0.004481572767270398
0,0,0.004466822002215957
0,0,0.004847286405988622
0,0,0.0033452738701678655
1,1,0.9243404861831279
0,0,0.006909024143633157
0,0,0.004656071851037892
0,0,0.0040478528388517
0,0,0.0031882897287582443
0,0,0.0031839218052718238
0,0,0.0031998299724865314
0,0,0.00547629669727453
0,0,0.0032823567542601064
0,0,0.0033212092673944762
0,0,0.004866320110762269
0,0,0.0043928754884819815
0,0,0.012929893078818713
0,0,0.01715614122185328
0,0,0.003190377980348881
0,0,0.0038333292229853436
1,1,0.902112712351087
0,0,0.00544039682084626
0,0,0.003205690898464338
0,0,0.0034204144003550157
0,0,0.0049033807816000665
0,0,0.005494474612327999
0,0,0.007357079540157732
0,0,0.005294375549180285
0,0,0.0036968312429565536
0,0,0.008041033836820085
0,0,0.27777428316670344
0,0,0.0033532072657584742
0,0,0.003201198429354691
0,0,0.003279793562048951
0,0,0.017108773990760183
0,0,0.00324682370317722
0,0,0.0036852510103137655
0,0,0.003198439366259996
0,0,0.0037142175312482903
0,0,0.0032282847093286103
0,0,0.0035244182253674366
0,0,0.004524017060255876
0,0,0.013142077687762295
0,0,0.004381458709582345
1,0,0.34131088840746093
0,1,0.5565795512655762
1,1,0.9052415820373965
0,0,0.0031942639603634005
0,0,0.003304873596702121
0,0,0.0035218580910377434
0,0,0.0033374323719452897
0,0,0.004411306041599481
0,0,0.006188708709536785
0,0,0.0031987524145522493
0,0,0.004094102027279387
0,0,0.003203791813117518
0,0,0.007791142475415975
0,0,0.0032130737347602933
0,0,0.004934389444363906
0,0,0.0033500942836170453
0,0,0.01306349649511248
0,0,0.0040333735204467315
0,0,0.003235217295871484
0,0,0.0062442680379537485
0,0,0.004212970323977917
0,0,0.00909026897526269
0,0,0.003983849005827412
0,0,0.006120869890946735
0,0,0.004098600863692887
0,0,0.004098856213651977
0,0,0.0031948432395403166
0,0,0.0033670285569629434
0,0,0.003198507928992591
0,0,0.010064258633703513
0,0,0.0031966822306001446
0,0,0.0174373033092549
0,0,0.0033705415426388574
0,0,0.0044735644066239335
0,0,0.004169700080476998
0,0,0.00935666041112993
0,0,0.003387626542786137
0,0,0.003781435913897347
0,0,0.006920519698560796
0,0,0.0032328083562191147
0,0,0.005497413346136818
0,0,0.009713410130708236
0,0,0.01804755798137438
0,0,0.0031978124139237186
0,0,0.0038026410816626214
0,0,0.0032006965985545534
0,0,0.004522289403110615
0,0,0.00800576110247094
1,1,0.9052415820373965
0,0,0.004447438234402177
0,0,0.004335346453713357
0,0,0.004979228768432342
0,0,0.003650397042366163
0,0,0.3126182198669146
0,0,0.010816541056905618
0,0,0.005600796671545404
0,0,0.007791142475415975
0,0,0.003200017670510479
0,0,0.003245286139991315
1,0,0.03923076054898387
0,0,0.0038203998837948623
0,0,0.02038575874303266
0,0,0.003218558913117817
0,0,0.008361290781902064
0,0,0.08118311841414556
0,0,0.060949765038953836
0,0,0.003255788899760881
0,0,0.004147480762221829
0,0,0.004388496868143641
0,0,0.0037183116588921043
0,0,0.003215464908386452
0,0,0.003333869643159167
0,0,0.0048234398804447715
0,0,0.0035077149726141506
0,0,0.003715005672488487
0,0,0.003196691810240497
0,0,0.003286764719743039
0,0,0.0032727787664502484
0,0,0.031982340382458264
0,0,0.003198362739505269
0,0,0.0037455063885015257
0,0,0.0055819945125683765
0,0,0.003260019038376576
0,0,0.003482495534932092
1,1,0.9061822169436405
0,0,0.0054179162012722125
0,0,0.003207316892420543
0,1,0.5031839218052718
0,0,0.0061920623293095795
0,0,0.0127501036136215
1,1,0.5405100787820006
0,0,0.004959257745366031
0,0,0.003206623688781065
0,0,0.004752573055847075
0,0,0.005984486242531354
0,0,0.0032035839952726697
0,0,0.006540798346865298
0,0,0.007811394428442264
0,0,0.004506453944635152
0,0,0.005270378458883517
0,0,0.004615077939230614
0,0,0.04822361787028836
0,0,0.0036640200409323136
0,0,0.0032785877779576873
0,0,0.0034689770270092445
0,0,0.00492221959841135
1,0,0.00909026897526269
0,0,0.005251057103162671
0,0,0.006293350999590138
0,0,0.014367307240722558
0,0,0.0082119450437088
0,0,0.0032002916703976103
0,0,0.0031868637601992164
0,0,0.006343363338019891
0,0,0.004992698363955347
0,0,0.01067949503347907
0,0,0.0031882897287582443
0,0,0.006416957048912949
0,0,0.0040478528388517
0,0,0.0054177017701222095
0,0,0.004241715537357966
0,0,0.005092664794975309
0,0,0.0032195128904138003
0,0,0.0032846067504304893
0,0,0.004863525272455921
0,0,0.005977558280304123
0,0,0.012172448045634172
0,0,0.059096222549951144
0,0,0.0031839218052718238
0,0,0.0031948813342032086
0,0,0.007118072484764364
0,0,0.004453868555964129
0,0,0.003211345907903115
0,0,0.0032138699858769064
0,0,0.0031929778126987677
0,0,0.0037920031442525773
0,0,0.0061592038224450515
0,0,0.0032963294620480983
0,0,0.005411222643853835
0,0,0.004458615703253493
0,0,0.004142217016606559
0,0,0.008209096388082631
0,0,0.010604361424744734
0,0,0.004465177459478522
0,0,0.0031997888929020677
0,0,0.006077510582073212
0,0,0.003306139086788479
0,0,0.07849746602424593
0,0,0.0060193863245825065
0,0,0.0061032072646951
0,0,0.0033396278688003823
0,0,0.012493588180174544
0,0,0.0032110024807698086
0,0,0.009391793224587996
0,0,0.003202953251980877
0,0,0.005193703112520912
0,0,0.006754214601794291
0,0,0.004076867891640844
0,0,0.056672290674699984
0,0,0.00800576110247094
0,0,0.005814840239471172
0,0,0.0033002028652856386
0,0,0.003210793723686447
1,1,0.6066048326174813
0,0,0.006909024143633157
0,0,0.003280790357649203
0,0,0.23828055646530202
0,0,0.006198381933880837
0,0,0.0032073978580290973
0,0,0.003285273250155147
0,0,0.004575138934989817
0,0,0.003206053717984159
0,0,0.0042437090295888704
0,0,0.004978124985742391
0,0,0.0031939857662358503
0,0,0.0038145609298082996
0,0,0.01778639636734425
1,1,0.9010019006698426
0,0,0.00641405132888659
0,0,0.005976605367911863
0,0,0.006165928023274094
0,0,0.004674300821824726
1,1,0.8882909061369804
0,0,0.0042902948518804196
0,0,0.004411306041599481
0,0,0.0031839218052718238
0,0,0.003205503118740424
0,0,0.0032571278000131793
0,0,0.0047527269180288045
0,0,0.003414308812375957
0,0,0.010751807898701745
0,0,0.00935666041112993
0,0,0.058274880803722846
0,0,0.004674823021464747
0,0,0.003197448159575663
0,0,0.0033241301980312357
0,0,0.003979710025451127
0,0,0.003230707345511551
0,0,0.005286676668611203
1,0,0.3785705568933451
0,0,0.003188960117861708
0,1,0.8660380587484575
0,0,0.003303411125074308
0,0,0.007508478324088718
0,0,0.0032299646612193606
0,1,0.890146569281004
0,0,0.007791142475415975
0,0,0.004922316820534242
0,0,0.003241818847370456
0,0,0.0032822800438743493
0,0,0.005197377766637241
0,0,0.005064538244630725
0,0,0.0657203407081759
0,0,0.006618403702369728
0,0,0.0040478528388517
0,0,0.0033275270760042886
0,0,0.023896248844947326
0,0,0.004481237672728185
0,0,0.004644828834856293
0,0,0.02308150424607878
0,0,0.0032105970047884348
0,0,0.004769953586326673
0,0,0.004746097980154395
0,0,0.004849566700176757
0,0,0.0033028439295122634
0,0,0.0032642227517867667
0,0,0.009419979347595673
0,0,0.003937884110425385
0,0,0.0611008666252772
0,0,0.003208408358196429
0,0,0.003239721808821409
0,0,0.0031957620778408006
0,0,0.004285074456894574
0,0,0.0032000032938487447
0,0,0.0032021933147420574
0,0,0.00909026897526269
0,0,0.0032013421146720737
0,0,0.0033460176327305994
0,0,0.00935666041112993
0,0,0.0062083592867422975
0,0,0.0035142470714635264
0,0,0.0035743871271917806
0,0,0.008050932532576487
0,0,0.006766274153503919
0,0,0.004010968488403111
0,0,0.0035378114300927918
0,0,0.007791142475415975
0,0,0.003586864547014968
0,0,0.012594071598167481
0,0,0.003507635243225473
0,0,0.004723234734518307
0,0,0.013254582642468987
0,0,0.004655604739324911
0,0,0.003206977495258756
0,0,0.004491976411295825
0,0,0.003199769531355677
0,0,0.0032612514098587873
0,0,0.30628214864434333
0,0,0.0035959802738994304
0,0,0.004880286508383395
0,0,0.010138940459612448
0,0,0.006106708635627407
0,0,0.0032174655892067755
0,0,0.004491976411295825
0,0,0.0031963158970551835
0,0,0.00480661053601871
0,0,0.003882284048491028
1,0,0.01290841095527258
0,0,0.010145362973581548
0,0,0.010557766744487681
0,0,0.012634310404623051
1,1,0.8976455228477854
0,0,0.005252733252305415
0,0,0.00420696859201985
0,0,0.47237378017893883
0,0,0.0036164393683924922
0,0,0.003224723069880643
0,0,0.003685731683543281
0,0,0.0037920031442525773
0,0,0.2398921540862342
0,0,0.010303387771559917
0,0,0.003259269266526344
0,0,0.004491976411295825
0,0,0.004367497561756266
0,0,0.0031987649702469208
0,0,0.004004078071108261
0,0,0.004435991605707435
0,0,0.003189889772360006
0,0,0.005601788654183938
1,1,0.8993371421949095
0,0,0.00537599393971047
0,0,0.007111449550225475
0,0,0.0049584879817219955
0,0,0.005776649129726622
0,0,0.012361535046362681
0,0,0.016391924562176242
0,0,0.0231647619640329
0,0,0.00572110372800954
0,0,0.0032699162201155264
1,1,0.6804941545781313
0,0,0.004212819082202949
0,0,0.004674300821824726
0,0,0.007255500140679719
1,0,0.0783484558709607
0,0,0.0031937465439052615
0,0,0.02663347237891313
0,0,0.004623101918704113
0,0,0.01269771607875958
0,0,0.027051951470773248
0,0,0.004098161987690155
0,0,0.0052402068937770436
0,0,0.005869501667573418
0,0,0.004113238016278463
0,0,0.013752989967630946
0,0,0.003307055356458263
0,0,0.00321809554026009
0,0,0.00445713186727132
0,0,0.0032014921686725115
0,0,0.04822361787028836
0,0,0.004857986966614573
0,0,0.0032172393763263327
0,0,0.004464646867618351
0,0,0.006185512645237635
0,0,0.003356877570082668
0,0,0.00321470960249107
0,0,0.0042902948518804196
0,0,0.061261933509023855
0,0,0.0032393521935171372
0,0,0.006286529130956565
0,0,0.02002546797135238
0,0,0.005041530493649275
0,0,0.006541836096549805
0,0,0.00909026897526269
0,0,0.041758916704076506
0,0,0.007511457446326201
0,0,0.02765477982327347
0,0,0.007282671958333089
0,0,0.005133146805678526
0,0,0.01222272303776906
0,0,0.0036225800906398865
0,0,0.003239803353099583
1,1,0.9060105948237465
0,0,0.004503077297047081
0,0,0.06779817306920452
0,0,0.004697964214818188
0,0,0.003644011284104607
0,0,0.0032059729481468038
0,0,0.0032003529747191943
0,0,0.008039262395594661
0,0,0.006295803959153192
0,0,0.0032254320215679157
0,0,0.22218472421807214
0,0,0.0033208429992037385
0,0,0.018868270933473385
0,0,0.007159957985881095
0,0,0.00345955580548407
0,0,0.00447646373872197
0,0,0.0031993805913779192
0,0,0.003347885572392351
0,0,0.00424576191303467
0,0,0.006909024143633157
0,0,0.004217670800623328
0,0,0.00909026897526269
0,0,0.05197821777980646
0,0,0.0034937819832582904
0,0,0.004561404799543513
0,0,0.003195941659252152
0,0,0.04234136276841929
0,0,0.00360430336732494
0,0,0.004752573055847075
0,0,0.003215464908386452
0,0,0.0032537921007078463
0,0,0.003197335650677978
0,0,0.004084310614980462
0,0,0.004774363217010514
0,0,0.003488743715458326
0,0,0.004793224842755857
0,0,0.005513858277870702
0,0,0.0035814490495543966
0,0,0.005218472038838424
0,0,0.012904812101376334
0,0,0.004777454846936324
0,0,0.020821573950886525
0,0,0.005245939813630392
0,0,0.0032383209020955183
0,0,0.00320828577197273
0,0,0.0032786078453225674
0,0,0.010179430826832161
0,0,0.008643862863838768
0,0,0.004356291135458536
0,0,0.006909024143633157
0,0,0.005125570311935747
0,0,0.00581478297933331
0,0,0.0032010140505841825
0,0,0.006386459749564678
0,0,0.02308150424607878
0,0,0.0034967351653164324
0,0,0.003285649579926679
0,0,0.004830620628066525
0,0,0.00320087800726742
0,0,0.004004330765399569
0,0,0.004133425805655498
0,0,0.003206072487877557
0,0,0.006426928383510361
0,0,0.003215178555306406
0,0,0.005390571531146412
0,0,0.004860089326231759
0,0,0.03733273931810481
0,0,0.015292517220979993
0,0,0.015112944493168226
0,0,0.30970524923191456
0,0,0.00935666041112993
0,0,0.003656028893527844
0,0,0.004295922455243302
0,0,0.009325198848426792
0,0,0.0032194743989318775
0,0,0.0032156019579722027
0,0,0.00320428503046303
0,0,0.009370093365630324
0,0,0.004318335929756466
0,0,0.008695100226548508
0,0,0.004902115914667197
0,0,0.003303252263563593
0,0,0.0032416671500450534
0,0,0.009499260908129373
0,0,0.007827894337281687
0,0,0.009577855460494921
0,0,0.004550521428459071
0,0,0.0036418615172564396
